respondent_id,age,years_education,highest_degree,bachelors_or_more,annual_family_income,employment_status,sex,race
953,57.0,12.0,high school,0.0,17407.5,working full time,male,black
954,42.0,16.0,bachelor's,1.0,75960.0,working full time,female,other
955,50.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
956,34.0,,less than high school,0.0,52222.5,working full time,male,white
957,48.0,14.0,high school,0.0,52222.5,working full time,male,white
960,34.0,17.0,graduate,1.0,63300.0,working full time,female,white
962,36.0,17.0,graduate,1.0,158424.85359,working full time,female,white
963,52.0,18.0,bachelor's,1.0,158424.85359,working full time,female,white
965,57.0,18.0,graduate,1.0,42727.5,working part time,female,white
966,35.0,11.0,high school,0.0,23737.5,working part time,male,white
968,49.0,14.0,high school,0.0,158424.85359,working full time,male,other
969,50.0,18.0,graduate,1.0,158424.85359,working full time,male,white
970,25.0,13.0,high school,0.0,20572.5,working part time,male,black
971,49.0,12.0,high school,0.0,5697.0,working full time,female,black
972,62.0,16.0,bachelor's,1.0,101280.0,working full time,male,other
973,64.0,14.0,high school,0.0,5697.0,working part time,female,black
976,58.0,15.0,associate/junior college,0.0,23737.5,working full time,male,other
977,32.0,12.0,high school,0.0,42727.5,working full time,male,black
978,32.0,10.0,less than high school,0.0,88620.0,working part time,male,white
979,41.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
980,29.0,9.0,less than high school,0.0,,working full time,female,other
982,64.0,16.0,high school,0.0,42727.5,working full time,male,other
985,31.0,20.0,graduate,1.0,75960.0,working full time,male,black
986,28.0,14.0,high school,0.0,34815.0,working full time,female,white
987,40.0,10.0,less than high school,0.0,,working part time,female,black
988,43.0,12.0,high school,0.0,13451.25,working full time,male,black
995,28.0,16.0,high school,0.0,,working full time,male,other
998,60.0,17.0,bachelor's,1.0,88620.0,working full time,female,white
999,62.0,12.0,high school,0.0,23737.5,working full time,female,black
1000,43.0,16.0,bachelor's,1.0,52222.5,working full time,female,black
1002,47.0,18.0,graduate,1.0,17407.5,working full time,female,black
1003,39.0,10.0,less than high school,0.0,42727.5,working full time,female,white
1006,46.0,14.0,high school,0.0,101280.0,working full time,male,black
1007,51.0,12.0,high school,0.0,75960.0,working full time,male,black
1008,44.0,16.0,bachelor's,1.0,,working full time,female,black
1013,36.0,20.0,graduate,1.0,63300.0,working full time,female,white
1015,55.0,14.0,high school,0.0,34815.0,working full time,male,black
1017,34.0,13.0,high school,0.0,42727.5,working part time,female,white
1019,41.0,14.0,associate/junior college,0.0,101280.0,working full time,male,white
1020,42.0,14.0,high school,0.0,158424.85359,working full time,male,white
1021,29.0,16.0,associate/junior college,0.0,42727.5,working part time,male,black
1024,53.0,18.0,graduate,1.0,52222.5,working full time,female,black
1025,56.0,14.0,associate/junior college,0.0,63300.0,working full time,female,black
1029,25.0,16.0,bachelor's,1.0,,working full time,male,white
1030,60.0,11.0,high school,0.0,13451.25,working full time,female,other
1031,60.0,12.0,high school,0.0,23737.5,working full time,female,white
1032,58.0,9.0,less than high school,0.0,2215.5,working full time,female,white
1035,55.0,12.0,high school,0.0,20572.5,working full time,female,white
1036,31.0,13.0,high school,0.0,34815.0,working full time,female,white
1039,38.0,13.0,high school,0.0,42727.5,working full time,female,black
1040,31.0,12.0,high school,0.0,,working full time,female,black
1043,25.0,17.0,bachelor's,1.0,42727.5,working full time,male,white
1046,55.0,20.0,graduate,1.0,75960.0,working full time,male,white
1047,35.0,13.0,high school,0.0,42727.5,working full time,male,black
1051,59.0,12.0,high school,0.0,52222.5,working full time,male,white
1052,25.0,11.0,less than high school,0.0,,working full time,female,other
1053,51.0,12.0,high school,0.0,23737.5,working full time,female,white
1056,47.0,16.0,bachelor's,1.0,42727.5,working full time,female,white
1058,47.0,16.0,graduate,1.0,88620.0,working full time,female,black
1059,56.0,12.0,high school,0.0,42727.5,working full time,female,white
1060,27.0,18.0,graduate,1.0,158424.85359,working full time,male,white
1062,41.0,12.0,high school,0.0,,working full time,male,white
1063,48.0,12.0,less than high school,0.0,42727.5,working part time,female,white
1064,32.0,12.0,high school,0.0,52222.5,working full time,female,white
1069,62.0,16.0,bachelor's,1.0,34815.0,working full time,female,white
1070,57.0,15.0,high school,0.0,,working full time,female,black
1071,61.0,17.0,bachelor's,1.0,,working full time,female,white
1072,43.0,18.0,graduate,1.0,88620.0,working full time,male,white
1073,46.0,17.0,graduate,1.0,158424.85359,working full time,male,white
1075,56.0,17.0,bachelor's,1.0,158424.85359,working full time,male,white
1077,34.0,11.0,less than high school,0.0,34815.0,working part time,male,other
1078,30.0,,less than high school,0.0,17407.5,working part time,female,white
1079,44.0,8.0,less than high school,0.0,11868.75,temporarily not at work,female,white
1082,25.0,12.0,high school,0.0,28485.0,working full time,male,white
1085,44.0,12.0,high school,0.0,34815.0,working full time,male,other
1086,44.0,12.0,less than high school,0.0,13451.25,working full time,female,white
1087,36.0,16.0,associate/junior college,0.0,28485.0,working full time,female,white
1089,34.0,15.0,associate/junior college,0.0,28485.0,working full time,female,black
1091,51.0,16.0,bachelor's,1.0,28485.0,working full time,female,black
1093,53.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
1095,44.0,18.0,graduate,1.0,101280.0,working full time,male,other
1096,48.0,16.0,graduate,1.0,75960.0,working full time,male,other
1098,44.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
1099,55.0,18.0,graduate,1.0,158424.85359,working full time,female,white
1100,50.0,16.0,bachelor's,1.0,88620.0,working full time,male,other
1101,47.0,18.0,graduate,1.0,158424.85359,working full time,female,other
1102,26.0,17.0,bachelor's,1.0,,working part time,female,white
1103,54.0,20.0,graduate,1.0,75960.0,working full time,male,white
1104,36.0,16.0,graduate,1.0,63300.0,working full time,male,white
1106,26.0,12.0,high school,0.0,,working full time,female,black
1107,33.0,13.0,high school,0.0,7121.25,working full time,male,black
1108,32.0,16.0,bachelor's,1.0,42727.5,working part time,female,white
1109,54.0,18.0,bachelor's,1.0,42727.5,working part time,female,black
1110,31.0,16.0,graduate,1.0,158424.85359,working full time,female,black
1116,26.0,13.0,high school,0.0,,working full time,male,black
1119,42.0,13.0,high school,0.0,20572.5,working part time,female,white
1120,60.0,13.0,high school,0.0,101280.0,working full time,female,white
1123,39.0,19.0,graduate,1.0,101280.0,working full time,male,white
1129,32.0,20.0,graduate,1.0,75960.0,working full time,female,other
1131,41.0,19.0,bachelor's,1.0,52222.5,temporarily not at work,female,black
1133,40.0,17.0,bachelor's,1.0,34815.0,working full time,female,black
1134,43.0,20.0,graduate,1.0,75960.0,working part time,female,white
1137,30.0,14.0,high school,0.0,23737.5,working full time,male,white
1140,35.0,12.0,high school,0.0,17407.5,working full time,male,white
1145,27.0,16.0,bachelor's,1.0,17407.5,working part time,male,other
1150,26.0,,less than high school,0.0,,working full time,male,other
1151,57.0,12.0,high school,0.0,15033.75,working part time,female,white
1152,50.0,16.0,bachelor's,1.0,75960.0,working full time,male,black
1155,25.0,16.0,bachelor's,1.0,52222.5,working full time,male,white
1157,27.0,13.0,high school,0.0,23737.5,working full time,female,white
1161,39.0,13.0,high school,0.0,,working full time,female,white
1163,32.0,12.0,high school,0.0,20572.5,working full time,male,white
1165,51.0,20.0,graduate,1.0,52222.5,working full time,female,white
1168,63.0,12.0,high school,0.0,15033.75,working part time,male,white
1169,52.0,20.0,graduate,1.0,158424.85359,temporarily not at work,male,white
1173,41.0,7.0,less than high school,0.0,8703.75,working part time,female,white
1174,40.0,15.0,high school,0.0,158424.85359,working full time,male,other
1175,45.0,8.0,less than high school,0.0,75960.0,working full time,female,other
1176,58.0,12.0,high school,0.0,34815.0,working part time,male,white
1178,59.0,11.0,less than high school,0.0,15033.75,working part time,male,white
1179,55.0,13.0,high school,0.0,20572.5,working full time,male,white
1185,58.0,9.0,high school,0.0,42727.5,working full time,female,white
1188,37.0,14.0,high school,0.0,52222.5,working full time,female,white
1190,52.0,18.0,graduate,1.0,88620.0,working full time,female,white
1196,37.0,17.0,graduate,1.0,42727.5,working full time,male,white
1198,33.0,18.0,graduate,1.0,63300.0,working full time,female,white
1199,44.0,16.0,bachelor's,1.0,158424.85359,working full time,female,other
1207,59.0,16.0,high school,0.0,75960.0,working full time,male,other
1209,37.0,12.0,high school,0.0,28485.0,working full time,male,white
1210,57.0,14.0,high school,0.0,158424.85359,working full time,male,black
1215,47.0,11.0,high school,0.0,63300.0,temporarily not at work,female,white
1217,33.0,14.0,associate/junior college,0.0,42727.5,working full time,female,black
1222,35.0,16.0,bachelor's,1.0,63300.0,working full time,female,white
1224,28.0,15.0,bachelor's,1.0,23737.5,temporarily not at work,female,other
1225,63.0,15.0,high school,0.0,20572.5,working full time,female,white
1227,58.0,18.0,bachelor's,1.0,158424.85359,temporarily not at work,female,white
1228,28.0,16.0,bachelor's,1.0,42727.5,working full time,male,white
1233,46.0,20.0,graduate,1.0,75960.0,working full time,female,white
1234,40.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
1235,33.0,19.0,graduate,1.0,,working full time,female,other
1236,39.0,8.0,less than high school,0.0,2215.5,working part time,female,
1237,32.0,16.0,bachelor's,1.0,42727.5,temporarily not at work,female,white
1240,56.0,16.0,bachelor's,1.0,42727.5,working full time,male,white
1242,52.0,14.0,high school,0.0,34815.0,working full time,male,other
1243,50.0,12.0,high school,0.0,63300.0,working full time,male,other
1244,39.0,12.0,high school,0.0,42727.5,working full time,female,other
1246,40.0,12.0,high school,0.0,52222.5,working full time,male,black
1247,64.0,,less than high school,0.0,13451.25,working part time,female,other
1249,53.0,18.0,graduate,1.0,63300.0,working full time,male,white
1250,41.0,17.0,bachelor's,1.0,101280.0,working full time,male,white
1252,38.0,13.0,high school,0.0,158424.85359,working full time,female,
1253,43.0,17.0,bachelor's,1.0,63300.0,working full time,male,white
1254,58.0,12.0,less than high school,0.0,101280.0,working full time,male,other
1256,38.0,12.0,high school,0.0,28485.0,working part time,male,white
1257,32.0,12.0,high school,0.0,42727.5,working part time,female,other
1258,45.0,13.0,high school,0.0,75960.0,working full time,male,white
1259,36.0,14.0,high school,0.0,52222.5,working full time,female,other
1263,36.0,18.0,graduate,1.0,88620.0,working full time,female,white
1264,33.0,15.0,high school,0.0,63300.0,working full time,female,white
1267,40.0,14.0,associate/junior college,0.0,34815.0,working full time,male,white
1271,35.0,8.0,less than high school,0.0,17407.5,working full time,female,white
1272,33.0,12.0,high school,0.0,34815.0,working full time,male,black
1273,35.0,18.0,graduate,1.0,20572.5,working part time,female,white
1275,34.0,14.0,high school,0.0,42727.5,working full time,male,other
1276,52.0,16.0,bachelor's,1.0,101280.0,working full time,female,white
1277,55.0,12.0,high school,0.0,75960.0,working full time,male,white
1278,32.0,15.0,associate/junior college,0.0,42727.5,working full time,female,white
1279,53.0,12.0,high school,0.0,52222.5,working full time,male,white
1280,51.0,15.0,high school,0.0,75960.0,working full time,male,black
1283,33.0,13.0,bachelor's,1.0,158424.85359,working full time,female,white
1286,44.0,12.0,high school,0.0,28485.0,working full time,female,other
1290,26.0,16.0,bachelor's,1.0,42727.5,working full time,female,white
1291,42.0,16.0,bachelor's,1.0,88620.0,temporarily not at work,male,white
1295,63.0,18.0,graduate,1.0,,working full time,female,other
1303,54.0,12.0,less than high school,0.0,316.5,working full time,female,black
1304,57.0,14.0,high school,0.0,34815.0,working full time,female,white
1305,36.0,13.0,high school,0.0,63300.0,working full time,male,white
1306,59.0,9.0,less than high school,0.0,5697.0,working part time,male,white
1308,41.0,18.0,bachelor's,1.0,,working full time,male,
1311,27.0,12.0,high school,0.0,42727.5,working full time,female,other
1312,33.0,16.0,bachelor's,1.0,52222.5,working full time,female,white
1313,33.0,17.0,bachelor's,1.0,42727.5,working full time,female,white
1318,42.0,16.0,bachelor's,1.0,52222.5,working full time,male,white
1319,33.0,18.0,bachelor's,1.0,158424.85359,working full time,male,white
1321,41.0,16.0,bachelor's,1.0,63300.0,working full time,male,white
1322,57.0,19.0,graduate,1.0,88620.0,working full time,female,white
1325,44.0,14.0,associate/junior college,0.0,101280.0,working full time,male,white
1326,42.0,16.0,bachelor's,1.0,158424.85359,working part time,female,white
1327,45.0,18.0,graduate,1.0,158424.85359,working full time,male,white
1328,38.0,12.0,high school,0.0,28485.0,working full time,male,white
1329,46.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
1332,42.0,14.0,associate/junior college,0.0,28485.0,working full time,female,white
1334,38.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
1335,39.0,18.0,graduate,1.0,158424.85359,working full time,female,white
1337,36.0,13.0,high school,0.0,,working full time,female,white
1338,46.0,13.0,high school,0.0,23737.5,working full time,male,white
1339,31.0,13.0,high school,0.0,42727.5,working full time,female,white
1342,60.0,13.0,high school,0.0,158424.85359,working full time,male,white
1343,58.0,15.0,associate/junior college,0.0,158424.85359,working part time,male,white
1344,57.0,12.0,high school,0.0,63300.0,working full time,male,white
1349,51.0,20.0,graduate,1.0,88620.0,working full time,female,white
1350,30.0,12.0,high school,0.0,52222.5,working full time,male,white
1351,28.0,20.0,graduate,1.0,75960.0,working full time,female,white
1354,50.0,17.0,bachelor's,1.0,158424.85359,working full time,male,other
1357,32.0,14.0,high school,0.0,,working full time,male,other
1358,33.0,14.0,associate/junior college,0.0,,working full time,male,white
1359,32.0,12.0,high school,0.0,88620.0,working full time,female,other
1360,44.0,14.0,associate/junior college,0.0,52222.5,working full time,female,white
1362,38.0,16.0,bachelor's,1.0,63300.0,working full time,female,other
1363,61.0,15.0,high school,0.0,34815.0,working full time,female,white
1364,57.0,20.0,high school,0.0,63300.0,working full time,male,white
1366,30.0,15.0,associate/junior college,0.0,158424.85359,temporarily not at work,female,white
1369,36.0,20.0,graduate,1.0,158424.85359,working full time,male,white
1370,57.0,20.0,graduate,1.0,158424.85359,working full time,male,white
1371,40.0,14.0,high school,0.0,75960.0,working full time,male,white
1375,45.0,14.0,associate/junior college,0.0,42727.5,working full time,male,white
1378,30.0,16.0,associate/junior college,0.0,,working full time,female,white
1379,33.0,13.0,high school,0.0,75960.0,working part time,female,other
1380,32.0,16.0,bachelor's,1.0,17407.5,working full time,male,other
1381,36.0,14.0,associate/junior college,0.0,34815.0,working full time,male,black
1384,27.0,12.0,high school,0.0,20572.5,working full time,female,other
1388,44.0,20.0,graduate,1.0,63300.0,working full time,male,white
1389,33.0,15.0,high school,0.0,88620.0,working full time,male,white
1392,32.0,14.0,high school,0.0,52222.5,working full time,male,black
1395,44.0,16.0,bachelor's,1.0,34815.0,working full time,female,black
1396,27.0,16.0,associate/junior college,0.0,20572.5,working part time,male,other
1397,45.0,15.0,bachelor's,1.0,101280.0,working full time,male,white
1403,35.0,12.0,high school,0.0,158424.85359,working full time,female,white
1405,32.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
1406,32.0,14.0,associate/junior college,0.0,28485.0,working part time,male,white
1408,29.0,16.0,bachelor's,1.0,23737.5,working part time,male,white
1409,30.0,16.0,bachelor's,1.0,63300.0,working full time,female,white
1411,33.0,16.0,bachelor's,1.0,75960.0,working full time,male,white
1412,59.0,16.0,bachelor's,1.0,158424.85359,working part time,male,white
1414,50.0,7.0,less than high school,0.0,52222.5,working full time,male,white
1415,60.0,16.0,bachelor's,1.0,88620.0,working full time,male,white
1418,60.0,16.0,associate/junior college,0.0,23737.5,working full time,female,white
1421,54.0,12.0,less than high school,0.0,63300.0,working full time,female,white
1423,40.0,14.0,associate/junior college,0.0,88620.0,working full time,female,white
1425,53.0,16.0,high school,0.0,34815.0,working part time,female,white
1428,62.0,14.0,high school,0.0,52222.5,working full time,male,white
1429,62.0,12.0,high school,0.0,63300.0,working part time,female,white
1431,58.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
1432,46.0,15.0,high school,0.0,88620.0,working full time,male,white
1439,44.0,12.0,high school,0.0,23737.5,working full time,male,black
1441,60.0,8.0,less than high school,0.0,17407.5,working full time,male,white
1443,36.0,14.0,high school,0.0,52222.5,working full time,male,white
1450,38.0,12.0,high school,0.0,28485.0,working full time,male,black
1452,56.0,16.0,bachelor's,1.0,,working full time,male,black
1453,49.0,13.0,high school,0.0,28485.0,working full time,female,black
1454,33.0,13.0,associate/junior college,0.0,23737.5,working full time,male,black
1456,56.0,13.0,high school,0.0,15033.75,working full time,female,black
1459,31.0,15.0,high school,0.0,42727.5,working full time,male,white
1460,33.0,11.0,less than high school,0.0,28485.0,working part time,female,other
1461,55.0,11.0,less than high school,0.0,8703.75,working full time,male,white
1462,48.0,13.0,high school,0.0,8703.75,working part time,female,white
1463,33.0,17.0,high school,0.0,17407.5,working part time,female,black
1464,27.0,12.0,high school,0.0,11868.75,working part time,female,black
1465,37.0,11.0,high school,0.0,34815.0,working full time,male,white
1469,28.0,10.0,high school,0.0,42727.5,working full time,male,white
1470,36.0,12.0,high school,0.0,63300.0,working full time,male,white
1473,33.0,13.0,high school,0.0,34815.0,working full time,male,white
1475,48.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
1479,39.0,12.0,high school,0.0,52222.5,working full time,female,white
1480,51.0,15.0,associate/junior college,0.0,88620.0,working full time,male,white
1481,33.0,14.0,associate/junior college,0.0,63300.0,working full time,male,white
1485,57.0,12.0,high school,0.0,,working full time,male,white
1487,56.0,20.0,graduate,1.0,,working full time,female,white
1493,57.0,12.0,high school,0.0,63300.0,working full time,male,white
1504,54.0,12.0,high school,0.0,88620.0,working full time,male,white
1505,45.0,20.0,graduate,1.0,158424.85359,working full time,female,white
1506,34.0,16.0,graduate,1.0,158424.85359,working full time,female,other
1507,61.0,16.0,bachelor's,1.0,20572.5,working full time,male,white
1510,37.0,19.0,graduate,1.0,88620.0,working full time,female,white
1512,47.0,12.0,high school,0.0,15033.75,working part time,female,black
1514,35.0,16.0,bachelor's,1.0,23737.5,working full time,female,white
1519,27.0,11.0,less than high school,0.0,,working part time,female,black
1524,29.0,15.0,high school,0.0,28485.0,temporarily not at work,male,white
1525,39.0,19.0,bachelor's,1.0,63300.0,working full time,female,white
1526,34.0,16.0,bachelor's,1.0,34815.0,working full time,male,white
1527,39.0,16.0,high school,0.0,,working full time,female,white
1528,27.0,17.0,high school,0.0,42727.5,working part time,male,white
1529,50.0,12.0,high school,0.0,34815.0,working full time,female,white
1530,25.0,12.0,high school,0.0,28485.0,working full time,male,white
1531,43.0,14.0,associate/junior college,0.0,20572.5,working full time,male,white
1532,29.0,18.0,graduate,1.0,158424.85359,working full time,female,black
1533,39.0,16.0,bachelor's,1.0,34815.0,working full time,female,
1534,29.0,12.0,high school,0.0,42727.5,working full time,male,other
1535,32.0,12.0,high school,0.0,75960.0,working full time,male,white
1536,51.0,12.0,high school,0.0,15033.75,working part time,male,white
1538,55.0,14.0,high school,0.0,52222.5,working full time,male,white
1539,32.0,14.0,associate/junior college,0.0,20572.5,working full time,male,black
1542,41.0,12.0,high school,0.0,5697.0,working full time,female,black
1543,34.0,18.0,bachelor's,1.0,101280.0,working full time,male,white
1545,48.0,16.0,bachelor's,1.0,23737.5,working full time,female,white
1547,57.0,13.0,high school,0.0,88620.0,working full time,male,black
1552,53.0,14.0,high school,0.0,101280.0,working full time,female,black
1553,40.0,14.0,high school,0.0,34815.0,working full time,male,black
1554,26.0,13.0,high school,0.0,42727.5,working full time,male,white
1562,38.0,18.0,graduate,1.0,52222.5,working full time,male,white
1563,48.0,15.0,associate/junior college,0.0,34815.0,working part time,male,white
1564,49.0,14.0,high school,0.0,158424.85359,working full time,male,white
1566,32.0,14.0,associate/junior college,0.0,88620.0,working full time,female,white
1567,60.0,16.0,bachelor's,1.0,52222.5,working full time,female,white
1569,37.0,17.0,bachelor's,1.0,158424.85359,working full time,female,white
1571,32.0,12.0,high school,0.0,,temporarily not at work,male,other
1575,42.0,13.0,high school,0.0,63300.0,working full time,female,white
1576,54.0,16.0,graduate,1.0,158424.85359,working full time,female,white
1578,59.0,13.0,high school,0.0,63300.0,working part time,female,white
1579,34.0,14.0,high school,0.0,28485.0,working full time,male,other
1581,26.0,17.0,bachelor's,1.0,28485.0,working full time,female,white
1591,62.0,14.0,high school,0.0,52222.5,working full time,female,black
1595,26.0,20.0,graduate,1.0,42727.5,working full time,male,white
1596,49.0,14.0,associate/junior college,0.0,158424.85359,working part time,female,white
1598,35.0,14.0,high school,0.0,63300.0,working full time,male,white
1600,51.0,17.0,bachelor's,1.0,158424.85359,working part time,female,white
1602,37.0,12.0,high school,0.0,34815.0,working full time,male,white
1606,55.0,20.0,graduate,1.0,101280.0,working full time,female,white
1607,27.0,17.0,bachelor's,1.0,34815.0,working full time,female,white
1608,57.0,14.0,high school,0.0,34815.0,working full time,female,black
1609,49.0,16.0,bachelor's,1.0,88620.0,working full time,male,black
1612,52.0,12.0,high school,0.0,52222.5,working full time,male,black
1613,35.0,14.0,high school,0.0,101280.0,working full time,male,black
1614,51.0,20.0,graduate,1.0,52222.5,working part time,male,white
1616,57.0,12.0,high school,0.0,52222.5,working full time,male,white
1617,29.0,18.0,graduate,1.0,101280.0,working full time,female,black
1625,30.0,12.0,high school,0.0,88620.0,working full time,male,white
1630,42.0,19.0,bachelor's,1.0,63300.0,working part time,female,white
1632,44.0,18.0,graduate,1.0,52222.5,working full time,female,white
1633,63.0,12.0,high school,0.0,52222.5,working full time,male,white
1634,51.0,14.0,associate/junior college,0.0,42727.5,working full time,male,black
1635,34.0,11.0,less than high school,0.0,1266.0,working full time,female,white
1638,30.0,14.0,high school,0.0,34815.0,working full time,male,black
1639,38.0,18.0,bachelor's,1.0,34815.0,working full time,male,white
1641,30.0,16.0,bachelor's,1.0,34815.0,working full time,female,white
1642,46.0,18.0,graduate,1.0,158424.85359,working full time,female,white
1643,45.0,16.0,bachelor's,1.0,63300.0,working full time,male,white
1644,42.0,20.0,graduate,1.0,158424.85359,working full time,male,white
1646,55.0,16.0,bachelor's,1.0,158424.85359,working part time,female,black
1648,31.0,18.0,graduate,1.0,63300.0,working full time,male,other
1649,36.0,18.0,graduate,1.0,52222.5,working full time,male,other
1651,51.0,15.0,bachelor's,1.0,63300.0,working full time,male,white
1652,32.0,16.0,bachelor's,1.0,,working full time,male,black
1653,50.0,12.0,high school,0.0,28485.0,working full time,male,white
1654,41.0,13.0,high school,0.0,63300.0,working full time,female,black
1655,49.0,18.0,graduate,1.0,63300.0,working full time,male,black
1656,47.0,18.0,bachelor's,1.0,75960.0,working full time,female,black
1657,40.0,14.0,high school,0.0,52222.5,working full time,female,white
1658,34.0,9.0,less than high school,0.0,13451.25,working full time,female,black
1659,56.0,15.0,high school,0.0,158424.85359,working full time,male,white
1665,51.0,12.0,high school,0.0,52222.5,working full time,male,other
1666,59.0,14.0,associate/junior college,0.0,52222.5,working full time,female,black
1667,55.0,16.0,bachelor's,1.0,158424.85359,working full time,female,black
1670,41.0,14.0,high school,0.0,,working full time,male,white
1674,35.0,8.0,less than high school,0.0,52222.5,working full time,male,white
1675,37.0,13.0,high school,0.0,52222.5,working full time,female,white
1679,32.0,12.0,high school,0.0,20572.5,working full time,male,white
1680,57.0,14.0,high school,0.0,10286.25,working part time,male,white
1681,36.0,12.0,high school,0.0,28485.0,working full time,female,white
1682,28.0,12.0,high school,0.0,17407.5,working full time,male,white
1684,48.0,12.0,high school,0.0,8703.75,working part time,female,white
1686,36.0,12.0,high school,0.0,23737.5,working full time,male,other
1689,28.0,12.0,high school,0.0,63300.0,working full time,female,white
1692,35.0,16.0,bachelor's,1.0,63300.0,working full time,female,white
1694,64.0,12.0,high school,0.0,52222.5,working full time,male,white
1697,60.0,12.0,high school,0.0,52222.5,working full time,female,white
1699,50.0,8.0,less than high school,0.0,7121.25,working part time,male,white
1700,30.0,14.0,associate/junior college,0.0,28485.0,working full time,female,black
1701,34.0,12.0,high school,0.0,8703.75,working part time,male,black
1702,42.0,19.0,graduate,1.0,42727.5,working part time,male,black
1703,43.0,14.0,associate/junior college,0.0,11868.75,working part time,female,black
1704,32.0,11.0,less than high school,0.0,17407.5,working part time,female,black
1707,39.0,12.0,high school,0.0,1266.0,working part time,female,black
1709,60.0,15.0,associate/junior college,0.0,10286.25,working part time,male,black
1710,31.0,13.0,graduate,1.0,2215.5,working full time,male,black
1711,54.0,16.0,bachelor's,1.0,158424.85359,working full time,female,black
1712,29.0,14.0,associate/junior college,0.0,52222.5,working full time,female,white
1715,37.0,14.0,associate/junior college,0.0,28485.0,working full time,male,white
1723,55.0,15.0,high school,0.0,8703.75,working part time,male,white
1724,36.0,13.0,high school,0.0,20572.5,working full time,male,black
1726,58.0,10.0,high school,0.0,28485.0,working full time,female,white
1728,50.0,8.0,less than high school,0.0,4114.5,working full time,male,other
1731,64.0,14.0,associate/junior college,0.0,63300.0,working full time,male,white
1732,54.0,6.0,less than high school,0.0,23737.5,working full time,male,white
1733,34.0,2.0,less than high school,0.0,13451.25,temporarily not at work,male,white
1734,51.0,12.0,high school,0.0,63300.0,working full time,male,white
1738,44.0,13.0,high school,0.0,52222.5,working full time,male,white
1739,62.0,12.0,high school,0.0,75960.0,working part time,female,white
1741,55.0,13.0,associate/junior college,0.0,,working full time,female,white
1742,43.0,12.0,high school,0.0,88620.0,working full time,female,white
1743,54.0,12.0,high school,0.0,34815.0,working full time,male,white
1745,59.0,16.0,bachelor's,1.0,75960.0,working full time,male,white
1746,55.0,13.0,high school,0.0,20572.5,working full time,female,white
1748,45.0,13.0,high school,0.0,75960.0,working full time,female,white
1751,33.0,16.0,graduate,1.0,42727.5,working full time,female,white
1754,38.0,16.0,bachelor's,1.0,42727.5,working full time,male,white
1760,54.0,16.0,bachelor's,1.0,20572.5,working full time,female,white
1761,28.0,19.0,graduate,1.0,34815.0,working full time,female,white
1766,46.0,12.0,high school,0.0,28485.0,working full time,male,white
1767,45.0,12.0,high school,0.0,34815.0,working full time,male,white
1768,43.0,12.0,less than high school,0.0,34815.0,working full time,male,white
1769,43.0,12.0,high school,0.0,52222.5,working full time,male,black
1774,50.0,14.0,associate/junior college,0.0,158424.85359,working full time,male,white
1780,30.0,11.0,high school,0.0,,working full time,female,black
1785,30.0,16.0,associate/junior college,0.0,52222.5,working full time,male,white
1786,26.0,17.0,graduate,1.0,52222.5,working full time,male,white
1791,26.0,12.0,high school,0.0,8703.75,working full time,female,white
1794,47.0,11.0,less than high school,0.0,34815.0,working full time,male,other
1798,31.0,15.0,associate/junior college,0.0,11868.75,temporarily not at work,male,white
1805,35.0,14.0,high school,0.0,88620.0,working full time,male,white
1806,39.0,16.0,bachelor's,1.0,52222.5,working full time,female,white
1809,28.0,16.0,bachelor's,1.0,10286.25,working full time,male,black
1810,32.0,12.0,high school,0.0,4114.5,working full time,male,white
1814,27.0,18.0,bachelor's,1.0,63300.0,working part time,male,other
1825,34.0,16.0,bachelor's,1.0,52222.5,working full time,female,white
1835,48.0,16.0,associate/junior college,0.0,63300.0,working full time,female,white
1836,62.0,18.0,graduate,1.0,52222.5,working full time,male,white
1838,33.0,16.0,bachelor's,1.0,158424.85359,working full time,female,white
1840,30.0,16.0,bachelor's,1.0,75960.0,working part time,female,white
1841,41.0,15.0,associate/junior college,0.0,20572.5,working full time,male,black
1844,53.0,12.0,high school,0.0,63300.0,working full time,male,white
1849,29.0,6.0,less than high school,0.0,7121.25,working full time,female,white
1851,31.0,16.0,bachelor's,1.0,88620.0,temporarily not at work,female,white
1852,27.0,18.0,graduate,1.0,75960.0,working full time,female,white
1853,46.0,18.0,high school,0.0,34815.0,working full time,male,white
1854,28.0,17.0,bachelor's,1.0,88620.0,working full time,male,white
1856,47.0,12.0,high school,0.0,63300.0,working full time,female,other
1860,55.0,13.0,high school,0.0,7121.25,working part time,female,white
1864,30.0,16.0,bachelor's,1.0,42727.5,working full time,male,white
1867,51.0,18.0,bachelor's,1.0,20572.5,working full time,female,white
1869,60.0,16.0,bachelor's,1.0,158424.85359,working full time,male,white
